business_id,business_name,department,address,phone_number,open_date,월요일 운영시간,월요일 휴게시간,화요일 운영시간,화요일 휴게시간,수요일 운영시간,수요일 휴게시간,목요일 운영시간,목요일 휴게시간,금요일 운영시간,금요일 휴게시간,토요일 운영시간,토요일 휴게시간,일요일 운영시간,일요일 휴게시간
075-76-89313,조대현미즈산부인과의원,산부인과,"충청북도 청주시 청원구 율봉로 141, 3층 (율량동)",043-212-1217,20060307,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~13:00,,,
618-23-11364,조성우내과의원,내과,"충청북도 제천시 의림대로14길 14, (중앙로1가)",043-645-8581,19940401,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~16:30,,09:00~17:30,,09:00~12:30,,,
223-56-43249,조은소아청소년과의원,소아청소년과,"충청북도 청주시 흥덕구 송화로 172, 2층, 5층 (송절동)",043-215-7585,20120208,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~12:00,,08:30~13:30,,,
897-69-96891,조은신경외과의원,신경외과,"충청북도 청주시 흥덕구 풍산로48번길 6, 2층 (가경동)",043-234-5321,19991202,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:40~19:00,,08:40~13:00,,,
120-61-49629,조인식내과의원,내과,"충청북도 청주시 서원구 사직대로 95, 2층 (사창동, 성도빌딩)",043-275-8225,20030401,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
092-45-27657,조진원내과의원,내과,"충청남도 보령시 대흥로 50-6, (대천동)",041-932-9990,20120323,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,,,,
009-15-17887,좋은내과의원,내과,"충청남도 공주시 웅진로 202, 1층 (산성동)",041-853-2100,20011227,08:50~18:00,,08:50~18:00,,08:50~18:00,,08:50~18:00,,08:50~18:00,,08:50~13:00,,,
003-46-85684,주내과의원,내과,"충청남도 천안시 서북구 월봉로 89, 2층 (쌍용동)",041-575-3600,20021007,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~19:00,,09:00~19:00,,09:00~15:00,,,
928-67-38535,준내과의원,내과,"충청남도 천안시 서북구 늘푸른5길 22, 3층 (두정동)",041-561-7752,20030428,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
000-37-26836,준소아청소년과의원,소아청소년과,"충청북도 청주시 흥덕구 서현로 32, 214호 (가경동)",043-238-8338,20110921,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
372-75-75354,준정형외과의원,정형외과,"충청남도 아산시 청운로 41, (온천동)",041-548-3500,20150430,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
005-10-46241,중앙유내과의원,내과,"충청남도 공주시 공주대학로 98, 2층 (신관동)",041-852-8806,19990208,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~12:30,,,
005-12-67858,중앙이비인후과의원,이비인후과,"충청남도 서산시 안견로 190, 서산공용버스터미널 3층 (동문동)",041-664-7723,20010420,08:00~18:00,13:00~14:00,08:00~18:00,13:00~14:00,08:00~13:00,,08:00~18:00,13:00~14:00,08:00~18:00,13:00~14:00,08:00~13:00,,,
115-47-85625,지상정신건강의학과의원,정신건강의학과,"충청남도 아산시 번영로234번길 2, (모종동)",041-548-5944,19980318,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~17:00,,09:00~12:00,,,
079-64-82672,진산부인과의원,산부인과,"충청북도 청주시 상당구 단재로 16, (석교동)",255-3566,19880113,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~18:00,,09:30~13:00,,,
335-67-18937,진안과의원,안과,"충청북도 청주시 상당구 청남로 2192, 1층,2층 (석교동)",043-222-7582,20060720,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
035-41-95353,진정형외과의원,정형외과,"충청남도 천안시 동남구 풍세로 1008, (청수동, 진정형외과)",041-554-8275,20030611,08:10~18:10,,08:10~18:10,,08:10~12:00,,08:10~18:10,,08:10~18:10,,08:10~12:00,,,
947-57-46729,참조은내과의원,내과,"충청북도 제천시 용두천로 98, (남천동)",043-646-7579,20070104,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~12:30,,,
000-02-74323,참조은정형외과의원,정형외과,"충청북도 청주시 청원구 공항로 126, 우양메디타워 4층(401호,403호),5층(503호) (율량동)",043-213-0080,20050425,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
001-89-94635,창이비인후과의원,이비인후과,"충청북도 청주시 상당구 1순환로 1261, 2층 (용암동)",043-287-3535,20040302,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~13:30,,,
076-13-17134,채피부과의원,피부과,"충청북도 청주시 서원구 사직대로112번길 3, 3층 (사창동)",043-271-5100,19840217,09:00~17:50,12:50~14:00,09:00~17:50,12:50~14:00,09:00~17:50,12:50~14:00,,,09:00~17:50,12:50~14:00,09:00~12:50,,,
059-64-31758,천안삼성안과의원,안과,"충청남도 천안시 서북구 한들2로 8, 4층 (백석동)",041-621-0200,20160401,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
538-49-89412,천안엔도내과의원,내과,"충청남도 천안시 동남구 서부대로 293, 삼성빌딩 5층 (신방동)",041-592-7201,20121004,08:00~17:30,12:30~14:00,08:00~17:30,12:30~14:00,08:00~17:30,12:30~14:00,,,08:00~17:30,12:30~14:00,08:00~12:00,,,
000-64-32229,천안튼튼정형외과의원,정형외과,"충청남도 천안시 서북구 성정로 82, (성정동)",041-577-6200,20120531,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
871-98-27194,청당진소아청소년과의원,소아청소년과,"충청남도 천안시 동남구 청당5로 36, 4층 404호 (청당동)",041-417-7501,20130122,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,08:30~18:30,,09:00~13:00,,,
000-02-06795,청주누네안과의원,안과,"충청북도 청주시 상당구 중고개로 129, 4층 1호 (용암동)",043-232-8460,20050419,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
001-37-67777,청주밝은안과의원,안과,"충청북도 청주시 흥덕구 가경로 9-2, 4층 (가경동, 두리빌딩)",043-237-6661,20010509,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
557-64-13639,청주밝은안과의원,안과,"충청북도 청주시 상당구 청남로 2196, 4층,5층 (석교동)",043-255-5200,20110225,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:00,,,
001-26-91888,청주밝은정신건강의학과의원,정신건강의학과,"충청북도 청주시 흥덕구 풍산로 15, 메가폴리스 401호 (가경동)",043-233-7788,20200204,10:00~19:00,,10:00~19:00,,10:00~19:00,,10:00~19:00,,10:00~19:00,,09:00~14:00,,,
274-48-64954,청주성모이비인후과의원,이비인후과,"충청북도 청주시 청원구 충청대로 176, 4층 401호 (주성동)",043-215-1212,20160408,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~12:30,,,
001-36-29619,청주엔도내과의원,내과,"충청북도 청주시 청원구 상당로 233, 3,4,5층 (우암동)",043-213-7576,20151117,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~18:00,12:30~14:00,08:30~13:00,,,
464-26-21483,최경남산부인과의원,산부인과,"충청북도 충주시 번영대로 118, 세원연수아파트 상가 203호 (연수동)",043-855-3575,19990820,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~13:00,,,
035-21-35879,최관용내과의원,내과,"충청북도 충주시 신립로 74, (칠금동)",043-855-5308,20111207,,,,,,,,,,,,,,
571-22-34811,최내과의원,내과,"충청북도 청주시 상당구 월평로 182, 2층 (용암동)",043-294-2066,19980117,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
803-57-95765,최동원정형외과의원,정형외과,"충청북도 충주시 계명대로 251, (연수동)",043-844-1004,20081211,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
888-78-19583,최상현내과의원,내과,"충청북도 제천시 용두대로15길 4, 용두시티 2층 201호 (하소동)",043-647-1111,20191204,,,,,,,,,,,,,,
966-42-21724,최석주내과의원,내과,"충청남도 서산시 안견로 216, 2층 (동문동)",041-669-1879,19901117,08:00~16:30,,08:00~16:30,,08:00~13:00,,08:00~16:30,,08:00~16:30,,,,,
008-85-28122,최완석정형외과의원,정형외과,"충청남도 천안시 동남구 충절로 27, 2동 1,2층 (신부동)",041-556-8780,20230320,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,,,,
913-29-39633,최은진내과의원,내과,"충청북도 청주시 서원구 복대로 34, 2층 (개신동)",043-233-8575,20030319,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
054-98-78625,최이비인후과의원,이비인후과,"충청북도 제천시 의림대로 85, (명동)",043-644-4475,19760119,09:30~17:30,,09:30~17:30,,09:30~17:30,,09:30~17:30,,09:30~17:30,,09:30~11:30,,,
012-22-72437,최인석정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 중흥로 54, 4층 (용암동)",043-284-3886,20011206,,,,,,,,,,,,,,
123-94-43949,최정선피부과의원,피부과,"충청북도 충주시 탄금대로 2-1, (문화동)",043-843-1772,19860402,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
993-99-34627,최정욱내과의원,내과,"충청남도 보령시 한내로 73, (동대동)",041-931-0211,20190627,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~18:00,13:00~14:00,09:00~13:00,,,
000-47-25123,최중호내과의원,내과,"충청남도 논산시 시민로307번길 1, (내동)",041-736-2453,19980410,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
193-28-18532,최지욱내과의원,내과,"충청북도 청주시 서원구 사직대로 160, 두진 하트리움에덴 1.2층 121.210호 (사창동)",043-262-3733,20190225,09:00~18:00,12:30~13:30,09:00~13:00,,09:00~18:00,12:30~13:30,09:00~13:00,,09:00~18:00,12:30~13:30,09:00~13:00,,,
353-73-92968,최피부과의원,피부과,"충청북도 충주시 중앙로 67, (충의동)",043-848-0550,19961128,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,09:30~18:00,13:00~14:00,,,09:30~18:00,13:00~14:00,09:30~13:00,,,
431-21-82196,최혁소아청소년과의원,소아청소년과,"충청북도 충주시 계명대로 233, (연수동)",043-854-7575,19980428,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,09:00~13:00,,09:00~13:00,
593-44-91392,충주정형외과의원,정형외과,"충청북도 충주시 번영대로 168, (연수동)",043-844-7700,20020416,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~12:00,,,
320-32-21662,충주최내과의원,내과,"충청북도 충주시 중앙로 67, (충의동)",043-856-8275,20051007,08:30~18:00,,08:30~18:00,,08:30~13:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
027-72-43271,코가나이비인후과의원,이비인후과,"충청남도 논산시 중앙로 258, (취암동)",041-734-7788,20150211,09:00~18:30,12:30~13:30,09:00~18:30,12:30~13:30,09:00~18:30,12:30~13:30,09:00~18:30,12:30~13:30,09:00~18:30,12:30~13:30,09:00~13:30,,,
449-47-57862,코코이비인후과의원,이비인후과,"충청북도 제천시 독순로 79, (중앙로2가)",043-642-2277,20091028,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~14:00,,,
067-46-95364,큰나무정형외과의원,정형외과,"충청북도 청주시 상당구 대성로 27, (석교동, 큰나무정형외과)",043-250-0131,20020503,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~18:00,,08:30~13:00,,,
955-52-65568,키우리소아청소년과의원,소아청소년과,"충청북도 청주시 흥덕구 대농로 43, 2층 219호 (복대동, 신영지웰시티)",043-715-8070,20211013,,,10:00~19:00,,10:00~19:00,,10:00~19:00,,,,09:00~14:00,,,
985-61-67793,킴스정형외과의원,정형외과,"충청북도 제천시 의병대로 115, (남천동)",043-652-0113,20190619,,,,,,,,,,,,,,
006-15-38113,토마토정형외과의원,정형외과,"충청북도 충주시 중앙로 67, (충의동)",043-845-8654,20061228,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
002-00-31484,튼튼소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 산남로 85, (산남동, 원흥빌딩)",043-292-7588,20071001,08:30~19:00,,08:30~19:00,,14:00~19:00,,08:30~19:00,,08:30~19:00,,08:30~13:00,,,
024-16-88647,튼튼소아청소년과의원,소아청소년과,"충청북도 제천시 독순로 79, (중앙로2가)",043-647-8500,19980308,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~13:00,,,
858-27-37529,튼튼정형외과의원,정형외과,"충청북도 청주시 상당구 산성로92번길 6, 굿모닝타워 3,6,7층 (금천동)",043-287-0852,20071231,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~13:00,,,
704-75-98149,튼튼키즈소아청소년과의원,소아청소년과,"충청남도 공주시 번영1로 154, 2층 (신관동)",041-858-7582,19990302,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
007-57-45437,퍼스트소아청소년과의원,소아청소년과,"충청남도 논산시 중앙로 274, (취암동, 시온빌딩)",041-733-7585,20150317,08:30~18:30,,08:30~18:30,,08:30~12:30,,08:30~18:30,,08:30~18:30,,08:30~13:00,,,
469-86-28677,편안한허니연세정형외과의원,정형외과,"충청남도 천안시 서북구 차돌들길 12, 3층 301~310호 (쌍용동)",041-573-7533,20010928,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~20:00,,09:00~17:00,,,
051-17-31144,편한내과의원,내과,"충청북도 청주시 상당구 청남로 2196, 2층,3층 (석교동, 중앙메디컬빌딩)",043-224-2008,20120430,08:30~18:30,13:00~14:00,08:30~13:00,,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~14:00,,,
015-48-34224,표피부과의원,피부과,"충청남도 서산시 안견로 190, 서산공용버스터미널 3층 (동문동)",041-667-1526,19950302,09:00~18:00,,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
033-66-49779,푸른소아청소년과의원,소아청소년과,"충청북도 제천시 용두대로15길 4, 용두시티 2층 202호 (하소동)",043-651-1500,20070613,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
097-36-76445,푸른이비인후과의원,이비인후과,"충청남도 천안시 동남구 서부대로 276, 301호 (신방동, 학산프라자)",041-579-8275,20040423,09:00~19:00,,09:00~19:00,,09:00~19:00,,14:00~19:00,,09:00~19:00,,09:00~14:00,,,
022-67-79443,푸른정형외과의원,정형외과,"충청남도 보령시 보령남로 9, (명천동)",041-931-2386,20080213,08:30~18:00,,08:30~18:00,,08:30~14:00,,08:30~18:00,,08:30~18:00,,08:30~12:30,,,
038-83-35192,푸른정형외과의원,정형외과,"충청남도 아산시 충무로 14, 1,2,3층 (온천동)",041-545-1000,19990521,08:30~17:45,,08:30~17:45,,08:30~17:45,,08:30~17:45,,08:30~17:45,,08:30~12:45,,,
376-53-81455,프리모산부인과의원,산부인과,"충청북도 청주시 흥덕구 대농로 43, 3층 (복대동, 신영지웰시티)",043-265-1177,19861231,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~18:30,13:00~14:00,09:30~13:00,,,
092-11-46749,플러스피부과의원,피부과,"충청북도 청주시 흥덕구 대농로 39, LK트리플렉스 202~203호 (복대동)",043-236-2005,20171213,09:30~20:00,13:00~14:00,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,09:30~19:00,13:00~14:00,09:30~20:00,13:00~14:00,09:30~15:30,,,
047-45-88548,플레이소아청소년과의원,소아청소년과,"충청북도 청주시 서원구 산남로 4, 2층 (산남동)",043-716-0575,20230309,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
454-48-25232,필내과의원,내과,"충청남도 공주시 번영1로 124, (신관동)",041-855-0830,20090730,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~17:30,,08:30~13:00,,,
278-26-44893,필이비인후과의원,이비인후과,"충청남도 천안시 서북구 동서대로 125-3, 4층 (성정동)",041-563-2112,20010106,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,,,,
063-07-44549,필이비인후과의원,이비인후과,"충청북도 제천시 용두천로 98, (남천동)",043-643-7570,20030612,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
073-84-72589,하나이비인후과의원,이비인후과,"충청남도 서산시 안견로 180, (동문동)",041-669-1411,19990302,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~18:00,,08:00~13:00,,,
078-58-23295,하나정신건강의학과의원,정신건강의학과,"충청북도 제천시 풍양로 120, 4-5층 (남천동)",043-652-3370,20150406,09:00~16:30,12:30~14:00,09:00~16:30,12:30~14:00,14:00~17:30,,09:00~16:30,12:30~14:00,09:00~16:30,12:30~14:00,09:00~12:30,,,
086-77-91641,하얀드림피부과의원,피부과,"충청북도 청주시 청원구 주성로 269, 미래빌딩 3층 302,303호 (주성동)",043-218-3500,20170704,09:30~19:00,,09:30~19:00,,09:30~19:00,,09:30~19:00,,09:30~21:00,,09:30~15:00,,,
044-37-79569,하임브릿지 정형외과의원,정형외과,"충청북도 청주시 상당구 중고개로 155, 3층 304~307호 (용암동)",043-715-2111,20230118,09:00~19:00,13:00~14:00,09:00~21:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~21:00,13:00~14:00,09:00~19:00,13:00~14:00,09:00~16:00,13:00~14:00,,
008-25-23118,하종오정형외과의원,정형외과,"충청남도 천안시 동남구 서부대로 245, 2,5층 (신방동)",041-577-0077,20000930,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~19:00,,08:30~12:00,,,
024-09-14833,한기정산부인과의원,산부인과,"충청북도 제천시 의병대로 82, (중앙로1가)",043-645-0091,19961109,09:30~18:00,,09:30~18:00,,09:30~18:00,,,,09:30~18:00,,09:30~12:30,,,
697-18-17426,한남피부과의원,피부과,"충청남도 논산시 해월로 166, (반월동)",041-735-8852,19960613,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~17:30,,09:00~14:30,,,
146-44-19321,한내과의원,내과,"충청남도 천안시 동남구 문화1길 5-1, (문화동)",041-563-7575,19930414,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~14:00,,,
074-42-51473,한마음산부인과의원,산부인과,"충청남도 서산시 율지4로 5, (동문동)",041-667-8900,19970502,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
089-73-34722,한마음정형외과의원,정형외과,"충청남도 천안시 동남구 충절로 116, 2,3층 (원성동)",041-562-0777,20030217,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~18:30,12:30~14:00,09:00~12:30,,,
001-19-73583,한마음정형외과의원,정형외과,"충청북도 청주시 청원구 율봉로 141, 2,5층 (율량동)",043-215-7582,20030520,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
059-54-59779,한미내과의원,내과,"충청북도 청주시 흥덕구 가경로 9-2, (가경동)",043-237-0500,20050427,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
083-59-73261,한빛내과의원,내과,"충청남도 천안시 서북구 쌍용대로 293, 2층 (성정동)",041-578-0075,20020311,09:00~19:00,,09:00~19:00,,09:00~13:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
006-98-62825,한빛정신건강의학과의원,정신건강의학과,"충청남도 천안시 동남구 서부대로 285, 일송빌딩 4층 (신방동)",041-572-6886,20010601,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,08:30~13:00,,,
487-41-44145,한빛정형외과의원,정형외과,"충청남도 아산시 문화로 25-4, (실옥동)",041-549-6000,20000930,09:00~18:00,12:30~13:30,09:00~18:00,12:30~13:30,09:00~18:00,12:30~13:30,09:00~18:00,,09:00~18:00,12:30~13:30,09:00~12:00,,09:00~12:00,
142-59-93948,한솔정형외과의원,정형외과,"충청북도 제천시 의병대로 113, (남천동)",043-646-4177,20040417,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~13:00,,,
617-25-53161,한울내과의원,내과,"충청북도 청주시 흥덕구 증안로 58, (복대동)",043-233-7759,20000320,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~18:30,,09:00~15:00,,,
018-35-83481,한정형외과의원,정형외과,"충청남도 서산시 율지8로 4, (동문동)",041-667-1199,20090303,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~17:30,12:30~13:30,08:30~11:00,,,
242-11-33993,해피안내과의원,내과,"충청남도 계룡시 서금암로 17, 3층 (금암동)",042-841-1771,20120427,09:00~18:00,,09:00~13:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
004-77-98663,행복드림내과의원,내과,"충청북도 청주시 청원구 충청대로 168, 301호 (주성동)",043-214-9937,20150421,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:30,,,
054-35-32833,허준소아청소년과의원,소아청소년과,"충청남도 보령시 주공로 22, (동대동)",041-936-7512,20060411,08:30~18:30,,08:30~18:30,,08:30~12:30,,08:30~18:30,,08:30~18:30,,08:30~12:30,,,
003-11-59246,현대안과의원,안과,"충청남도 서산시 안견로 194, 터미널타워 401호 (동문동)",041-667-1075,20200612,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~18:30,13:00~14:00,09:00~13:30,,,
001-49-96342,현대이비인후과의원,이비인후과,"충청남도 논산시 중앙로 424, (취암동)",041-736-7582,19990424,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~18:10,,09:00~13:00,,,
004-05-57586,현대이비인후과의원,이비인후과,"충청북도 청주시 서원구 1순환로1137번길 102, 2층 (분평동)",043-296-0233,20000306,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,14:00~19:00,,09:00~19:00,12:30~14:00,09:00~19:00,12:30~14:00,09:00~14:00,,,
070-12-98454,현정형외과의원,정형외과,"충청남도 보령시 중앙로 16, 2층 (동대동)",041-933-7588,20070522,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~12:30,,08:30~18:30,13:00~14:00,08:30~18:30,13:00~14:00,08:30~12:30,,,
705-61-69678,홍성조신경외과의원,신경외과,"충청남도 천안시 동남구 만남로 11, (신부동)",041-555-2578,19921211,09:00~18:30,,09:00~18:30,,09:00~13:00,,09:00~18:30,,09:00~18:30,,09:00~13:00,,,
000-67-48656,홍이소아청소년과의원,소아청소년과,"충청북도 충주시 호암수청1길 5, 2층 (호암동)",043-854-2000,20120816,09:00~18:30,,12:00~20:30,,09:00~12:00,,12:00~20:30,,09:00~18:30,,09:00~12:00,,,
702-38-18435,홍종문정신건강의학과의원,정신건강의학과,"충청북도 청주시 상당구 중앙로 80, 2층 209호 (북문로3가, 청주행정타운코아루휴티스)",043-253-3200,19900430,09:00~18:00:17:0016:00,13:00~14:00,09:00~18:00:17:0016:00,13:00~14:00,09:00~18:00:17:0016:00,13:00~14:00,09:00~12:30:12:0010:00,,09:00~18:00:17:0016:00,13:00~14:00,09:00~14:30:11:0010:00,13:00~14:00,,
097-66-93791,활기찬정형외과의원,정형외과,"충청남도 천안시 서북구 불당25로 182, 2층 205,206,207호 (불당동)",041-553-8200,20210604,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~19:00,,09:00~14:00,,,
215-16-61456,황내과의원,내과,"충청북도 청주시 청원구 율봉로 179, 1층 (율량동)",043-212-3375,20020408,08:30~18:00,,08:30~18:00,,08:30~12:30,,08:30~18:00,,08:30~18:00,,08:30~12:30,,,
059-71-83684,희망내과의원,내과,"충청남도 공주시 번영1로 114, (신관동)",041-881-8575,20060412,09:00~18:00,,09:00~18:00,,09:00~12:30,,09:00~18:00,,09:00~18:00,,09:00~12:30,,,
029-82-39222,CNP차앤박피부과의원,피부과,"충청남도 천안시 서북구 불당33길 24, 6층 602,603,604호 (불당동)",041-552-1199,20020828,10:00~19:30,13:00~14:00,10:00~19:30,13:00~14:00,10:00~19:30,13:00~14:00,10:00~19:30,13:00~14:00,10:00~19:30,13:00~14:00,09:30~14:00,,,
093-43-61179,EG임안과의원,안과,"충청남도 아산시 충무로 22, 306호 (온천동, 유엘시티)",041-544-2211,19940312,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~13:00,,,
004-42-43839,가톨릭정형외과의원,정형외과,"충청남도 천안시 서북구 봉정로 370, 3층(301,302호),4층(401호) (두정동)",041-621-8275,20060120,,,,,,,,,,,,,,
323-42-13936,광제산부인과의원,산부인과,"충청남도 천안시 서북구 서부18길 23, (성정동)",041-575-3200,19930427,,,,,,,,,,,,,10:00~13:00,
055-06-73236,국대정형외과의원,정형외과,"충청북도 청주시 상당구 상당로 47, 1층 (남문로2가)",043-250-2114,20051011,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~18:00,,09:00~14:00,,,
